Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Total_Pages,Total_Duration,Avg_Time_Per_Page
4,75.75,0,0.0,71,3534.298611,0.00890411,0.023832104,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False,75,3610.048611,48.13398148
0,0.0,0,0.0,7,855.0,0.0,0.028571429,0.0,0.0,May,2,2,1,1,Returning_Visitor,False,False,7,855.0,122.14285714285714
5,154.2,0,0.0,12,269.5357143,0.004444444,0.006111111,0.0,0.0,Aug,3,2,1,4,Returning_Visitor,False,False,17,423.7357143,24.925630252941176
0,0.0,0,0.0,3,17.0,0.0,0.066666667,0.0,0.0,May,2,2,9,3,Returning_Visitor,False,False,3,17.0,5.666666666666667
8,121.75,0,0.0,154,5253.069444,0.001273885,0.008832272,0.0,0.0,Nov,4,1,1,8,Returning_Visitor,True,False,162,5374.819444,33.17789780246913
0,0.0,0,0.0,2,7.0,0.0,0.1,0.0,0.0,Aug,2,2,6,13,Returning_Visitor,False,False,2,7.0,3.5
5,64.58333333,0,0.0,36,1334.083333,0.0,0.005405405,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,False,False,41,1398.66666633,34.11382113
0,0.0,0,0.0,7,1721.666667,0.038095238,0.038571429,0.0,0.0,Nov,1,1,3,3,Returning_Visitor,False,False,7,1721.666667,245.952381
0,0.0,0,0.0,145,4108.808442,0.007552448,0.023216783,0.0,0.0,Nov,2,2,4,2,Returning_Visitor,False,True,145,4108.808442,28.336609944827583
0,0.0,0,0.0,3,8.0,0.0,0.1,0.0,0.0,May,2,2,1,3,Returning_Visitor,False,False,3,8.0,2.6666666666666665
0,0.0,0,0.0,9,1225.5,0.022222222,0.044444444,0.0,0.0,Mar,1,2,9,1,Returning_Visitor,False,False,9,1225.5,136.16666666666666
0,0.0,0,0.0,11,276.0,0.0,0.011111111,0.0,0.0,May,2,2,1,1,Returning_Visitor,False,False,11,276.0,25.09090909090909
0,0.0,0,0.0,83,1543.423333,0.02804878,0.057723577,10.15253138,0.0,Sep,2,6,4,1,Returning_Visitor,False,False,83,1543.423333,18.595461843373492
3,35.0,3,32.5,290,11240.97669,0.012382578,0.024237631,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,True,False,296,11308.47669,38.20431314189189
0,0.0,3,44.0,179,1738.472529,2.73e-05,0.025997611,0.0,0.0,Aug,2,4,9,11,Returning_Visitor,False,False,182,1782.472529,9.793805104395604
2,112.8,0,0.0,11,375.8,0.0,0.015384615,0.0,0.0,Sep,2,2,9,5,New_Visitor,True,False,13,488.6,37.58461538461539
11,267.1666667,0,0.0,39,881.4416667,0.004166667,0.011458333,20.11751289,0.0,Mar,2,2,3,1,New_Visitor,False,False,50,1148.6083334,22.972166668
2,94.6,1,108.8,42,1157.783333,0.0,0.032222222,0.0,0.0,Oct,2,4,1,1,Returning_Visitor,True,False,45,1361.183333,30.24851851111111
2,53.0,0,0.0,4,46.0,0.026666667,0.056,0.0,0.4,May,3,2,1,2,Returning_Visitor,False,False,6,99.0,16.5
6,142.9111111,0,0.0,13,264.3396825,0.0,0.034509804,0.0,0.0,Sep,1,1,3,5,Returning_Visitor,False,False,19,407.25079359999995,21.43425229473684
1,18.0,0,0.0,18,1188.95,0.0,0.011764706,39.186,0.0,May,2,2,3,3,Returning_Visitor,False,True,19,1206.95,63.52368421052632
0,0.0,0,0.0,44,784.8833333,0.0,0.004761905,360.9533839,0.0,Dec,8,13,9,20,Other,False,True,44,784.8833333,17.838257575
0,0.0,0,0.0,2,46.0,0.0,0.1,0.0,0.0,May,2,4,3,4,Returning_Visitor,False,False,2,46.0,23.0
2,76.6,0,0.0,38,3872.716667,0.0,0.002702703,0.0,0.0,Aug,2,2,3,2,New_Visitor,False,False,40,3949.316667,98.732916675
0,0.0,0,0.0,17,287.75,0.073529412,0.121568627,0.0,0.6,May,2,2,1,4,Returning_Visitor,False,False,17,287.75,16.926470588235293
0,0.0,0,0.0,13,449.6,0.0,0.015384615,0.0,0.0,Mar,3,2,1,10,Returning_Visitor,False,False,13,449.6,34.58461538461539
0,0.0,0,0.0,4,536.5,0.0,0.05,0.0,0.0,May,2,2,9,2,Returning_Visitor,False,False,4,536.5,134.125
4,495.1666667,0,0.0,29,988.2595238,0.006451613,0.009677419,0.0,0.0,Dec,1,1,1,2,New_Visitor,False,False,33,1483.4261905,44.952308803030306
5,159.0,0,0.0,17,438.4333333,0.003030303,0.027272727,0.0,0.0,Mar,1,1,3,3,Returning_Visitor,False,False,22,597.4333333,27.156060604545452
1,4.0,0,0.0,37,1296.942857,0.013888889,0.039814815,0.0,0.8,May,2,2,4,2,Returning_Visitor,False,False,38,1300.942857,34.235338342105265
0,0.0,0,0.0,30,950.8333333,0.006666667,0.02,0.0,0.0,May,2,5,8,4,Returning_Visitor,False,False,30,950.8333333,31.694444443333335
0,0.0,0,0.0,64,2264.091667,0.00625,0.008854167,0.0,0.0,Nov,1,1,3,10,Returning_Visitor,False,False,64,2264.091667,35.376432296875
0,0.0,0,0.0,24,806.125,0.0,0.016666667,0.0,0.0,Nov,1,1,6,3,Returning_Visitor,False,False,24,806.125,33.588541666666664
2,109.8,0,0.0,55,1988.931429,0.007272727,0.005330144,5.79089525,0.0,Jul,1,1,1,2,Returning_Visitor,False,False,57,2098.731429,36.81984963157895
0,0.0,0,0.0,9,2081.0,0.044444444,0.1,0.0,0.0,May,2,5,2,1,Returning_Visitor,False,False,9,2081.0,231.22222222222223
0,0.0,0,0.0,2,67.5,0.0,0.1,0.0,0.0,Dec,2,2,7,13,Returning_Visitor,False,False,2,67.5,33.75
3,281.0,0,0.0,16,453.75,0.0,0.005263158,0.0,0.0,Mar,2,2,5,2,New_Visitor,False,False,19,734.75,38.671052631578945
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,False,False,1,0.0,0.0
3,105.2,0,0.0,25,830.9366667,0.007142857,0.004285714,70.2595851,0.0,Nov,2,2,1,2,Returning_Visitor,False,False,28,936.1366667000001,33.43345238214286
3,26.0,0,0.0,2,22.0,0.0,0.02,0.0,0.8,May,2,2,1,4,Returning_Visitor,False,False,5,48.0,9.6
0,0.0,0,0.0,21,331.0833333,0.00952381,0.042857143,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,False,False,21,331.0833333,15.765873014285713
0,0.0,0,0.0,9,269.75,0.022222222,0.048148148,0.0,0.0,Dec,3,2,5,6,Returning_Visitor,False,False,9,269.75,29.97222222222222
3,107.4,0,0.0,14,382.0333333,0.0,0.021428571,0.0,0.0,Dec,2,2,1,1,Returning_Visitor,False,False,17,489.43333329999996,28.790196076470586
0,0.0,0,0.0,23,752.7619048,0.013043478,0.015217391,0.0,0.0,Dec,1,1,6,3,Returning_Visitor,False,False,23,752.7619048,32.72877846956522
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,8,13,9,20,Returning_Visitor,False,False,1,0.0,0.0
0,0.0,0,0.0,10,194.0,0.02,0.04,0.0,0.0,Mar,2,5,7,1,Returning_Visitor,False,False,10,194.0,19.4
1,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,1,1,1,2,Returning_Visitor,True,False,2,0.0,0.0
15,104.6545455,1,148.0,48,1029.170303,0.001724138,0.022131145,16.96712066,0.0,Jul,2,2,6,1,Returning_Visitor,False,False,64,1281.8248485000001,20.028513257812502
0,0.0,0,0.0,20,447.5,0.02,0.04,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,20,447.5,22.375
1,15.2,0,0.0,30,515.5333333,0.0,0.016666667,0.0,0.0,Sep,2,2,1,2,Returning_Visitor,False,False,31,530.7333333,17.120430106451614
0,0.0,0,0.0,17,639.7566667,0.0,0.011764706,63.45892077,0.0,Oct,2,2,3,4,New_Visitor,False,True,17,639.7566667,37.6327451
10,162.2291667,0,0.0,101,2681.998105,0.010185185,0.021374201,4.195335178,0.0,Nov,3,2,3,2,Returning_Visitor,False,False,111,2844.2272717,25.623669114414415
0,0.0,0,0.0,26,1056.666667,0.016571429,0.030933333,0.0,0.0,May,1,1,1,1,Returning_Visitor,False,False,26,1056.666667,40.64102565384615
0,0.0,0,0.0,3,38.0,0.1,0.122222222,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False,3,38.0,12.666666666666666
0,0.0,0,0.0,4,39.0,0.04,0.06,0.0,0.4,May,2,5,1,1,Returning_Visitor,False,False,4,39.0,9.75
1,7.6,1,0.0,3,14.6,0.0,0.08,0.0,0.0,Sep,2,2,1,2,Returning_Visitor,True,False,5,22.2,4.4399999999999995
5,53.0,1,97.0,66,4891.972222,0.0,0.002159624,0.0,0.0,Mar,2,2,8,1,Returning_Visitor,False,False,72,5041.972222,70.02739197222223
3,227.0,0,0.0,2,62.0,0.0,0.025,0.0,0.0,Mar,3,2,1,10,Returning_Visitor,True,False,5,289.0,57.8
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,Mar,2,4,1,1,Returning_Visitor,False,False,2,0.0,0.0
5,51.5,0,0.0,2,6.0,0.0,0.033333333,0.0,0.0,Mar,2,5,2,1,Returning_Visitor,False,False,7,57.5,8.214285714285714
7,119.5666667,0,0.0,25,499.6083333,0.004166667,0.033333333,0.0,0.0,Nov,1,1,1,8,Returning_Visitor,False,False,32,619.1750000000001,19.349218750000002
0,0.0,0,0.0,3,34.0,0.0,0.066666667,0.0,0.0,May,2,2,3,1,Returning_Visitor,False,False,3,34.0,11.333333333333334
3,57.0,0,0.0,15,486.5166667,0.0,0.011111111,0.0,0.0,Mar,2,2,5,6,Returning_Visitor,False,False,18,543.5166667,30.19537037222222
8,166.7,0,0.0,9,171.7,0.016666667,0.05,0.0,0.0,Nov,2,2,1,3,Returning_Visitor,False,False,17,338.4,19.905882352941177
9,794.8833333,0,0.0,36,1697.55,0.0175,0.02575,24.61425,0.2,May,2,2,1,4,Returning_Visitor,False,False,45,2492.4333333,55.38740740666667
5,46.14285714,0,0.0,51,1346.630231,0.007126437,0.029719534,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,True,False,56,1392.77308814,24.8709480025
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.2,May,1,1,1,3,Returning_Visitor,False,False,2,0.0,0.0
0,0.0,0,0.0,11,398.6944444,0.014814815,0.059259259,0.0,0.0,Nov,1,8,3,11,Returning_Visitor,False,False,11,398.6944444,36.24494949090909
0,0.0,0,0.0,8,347.6666667,0.0875,0.102083333,0.0,0.2,May,3,2,1,3,Returning_Visitor,False,False,8,347.6666667,43.4583333375
1,5.0,0,0.0,41,764.1333333,0.0,0.014444444,0.0,0.0,June,2,2,1,4,Returning_Visitor,False,False,42,769.1333333,18.312698411904762
0,0.0,0,0.0,15,125.25,0.025,0.05,0.0,0.6,May,2,2,6,13,Returning_Visitor,False,False,15,125.25,8.35
0,0.0,0,0.0,35,586.375,0.018285714,0.053714286,0.0,0.0,Nov,2,4,1,3,Returning_Visitor,False,False,35,586.375,16.75357142857143
0,0.0,0,0.0,5,125.0,0.086666667,0.166666667,0.0,0.0,Feb,2,2,1,3,Returning_Visitor,False,False,5,125.0,25.0
0,0.0,0,0.0,2,22.0,0.0,0.1,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False,2,22.0,11.0
1,229.8,0,0.0,41,1083.716667,0.0,0.006666667,0.0,0.0,June,2,5,8,2,Returning_Visitor,False,False,42,1313.5166669999999,31.274206357142855
3,94.0,2,44.2,56,1430.208205,0.02,0.030388889,0.0,0.0,Nov,2,2,9,3,Returning_Visitor,False,False,61,1568.408205,25.711609918032785
1,46.0,0,0.0,17,931.0,0.027777778,0.062962963,0.0,0.0,May,3,2,1,13,Returning_Visitor,False,False,18,977.0,54.27777777777778
0,0.0,0,0.0,18,230.1666667,0.033333333,0.038888889,0.0,0.0,Dec,2,2,1,1,Returning_Visitor,False,False,18,230.1666667,12.78703703888889
1,78.0,0,0.0,21,555.8944444,0.0,0.002380952,24.75047619,0.0,Mar,1,1,1,2,New_Visitor,False,True,22,633.8944444,28.813383836363638
1,55.0,2,18.0,9,548.0,0.0,0.04,17.2704,0.0,May,2,4,3,4,Returning_Visitor,False,True,12,621.0,51.75
0,0.0,0,0.0,13,153.5833333,0.0,0.020512821,0.0,0.0,May,2,2,4,13,Returning_Visitor,False,False,13,153.5833333,11.81410256153846
6,67.4,0,0.0,13,217.7611111,0.0125,0.025,0.0,0.0,Oct,2,2,5,7,Returning_Visitor,True,False,19,285.16111109999997,15.008479531578946
1,89.0,0,0.0,17,1175.5,0.0,0.0125,9.74025,0.0,May,1,1,3,4,New_Visitor,True,True,18,1264.5,70.25
1,139.5,0,0.0,18,816.8333333,0.0,0.005263158,0.0,0.0,Nov,2,2,3,2,New_Visitor,False,False,19,956.3333333,50.33333333157895
0,0.0,2,28.0,1,0.0,0.066666667,0.133333333,0.0,0.6,May,2,2,8,3,Returning_Visitor,False,False,3,28.0,9.333333333333334
4,139.0,1,146.0,26,1740.45,0.016666667,0.03,0.0,0.0,May,1,1,6,2,Returning_Visitor,True,False,31,2025.45,65.33709677419355
0,0.0,0,0.0,4,99.0,0.0,0.05,0.0,0.4,May,1,1,7,2,Returning_Visitor,False,False,4,99.0,24.75
3,648.0,4,168.8333333,31,1300.728987,0.000555556,0.021511104,6.938235354,0.0,Mar,2,2,1,2,Returning_Visitor,False,False,38,2117.5623203,55.72532421842105
2,25.65,0,0.0,13,343.625,0.0,0.005128205,0.0,0.0,Dec,2,2,2,2,New_Visitor,False,False,15,369.275,24.618333333333332
4,304.6,0,0.0,7,137.6,0.0,0.0375,0.0,0.0,Aug,3,2,1,5,New_Visitor,False,False,11,442.20000000000005,40.2
9,381.8666667,1,33.0,38,1190.616667,0.004444444,0.011333333,2.967493333,0.0,May,2,2,1,2,New_Visitor,False,False,48,1605.4833337,33.447569452083336
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,4,6,2,Returning_Visitor,False,False,1,0.0,0.0
0,0.0,0,0.0,23,501.6666667,0.008695652,0.01884058,0.0,0.6,Feb,1,1,4,2,Returning_Visitor,False,False,23,501.6666667,21.811594204347827
6,316.0,0,0.0,69,1618.532967,0.005555556,0.027698413,0.0,0.0,Nov,2,5,1,1,Returning_Visitor,False,False,75,1934.532967,25.793772893333333
5,140.25,4,282.0,4,213.5,0.0,0.009090909,0.0,0.0,Nov,3,2,1,2,New_Visitor,False,True,13,635.75,48.90384615384615
0,0.0,0,0.0,8,117.8,0.15,0.15,0.0,0.0,June,1,1,3,3,Returning_Visitor,True,False,8,117.8,14.725
7,186.6666667,7,790.0066667,57,1720.444748,0.000980392,0.007866316,3.801048407,0.0,Sep,3,2,6,2,Returning_Visitor,True,False,71,2697.1180814,37.98757861126761
7,367.6666667,3,9.0,58,4191.031746,0.014583333,0.033093378,1.385791839,0.0,Nov,1,1,7,15,Returning_Visitor,True,False,68,4567.6984127,67.17203548088234
10,261.5,4,406.0,60,3121.283333,0.002857143,0.010935374,13.71812571,0.4,May,3,2,3,6,Returning_Visitor,False,False,74,3788.783333,51.19977477027027
1,67.5,1,0.0,11,816.5,0.0,0.016666667,0.0,0.0,Dec,1,1,6,2,New_Visitor,False,False,13,884.0,68.0
0,0.0,0,0.0,40,587.6911765,0.005,0.020277778,0.0,0.8,May,2,10,1,3,Returning_Visitor,False,False,40,587.6911765,14.6922794125
5,487.5,0,0.0,11,500.0,0.0,0.015384615,0.0,0.0,Mar,1,8,1,11,New_Visitor,False,False,16,987.5,61.71875
7,122.875,0,0.0,22,250.0357143,0.0,0.03974359,0.0,0.0,Dec,2,2,1,2,New_Visitor,False,False,29,372.9107143,12.858990148275861
0,0.0,0,0.0,10,221.0,0.1,0.116666667,0.0,0.2,May,3,2,6,13,Returning_Visitor,False,False,10,221.0,22.1
3,67.2,0,0.0,46,987.1190476,0.004081633,0.012244898,22.25592956,0.0,Sep,2,2,8,4,Returning_Visitor,False,True,49,1054.3190476,21.516715257142856
2,51.0,2,99.5,35,1475.266667,0.006944444,0.024867725,27.44491667,0.0,May,2,4,2,4,Returning_Visitor,True,True,39,1625.766667,41.686324794871794
4,52.25,0,0.0,3,28.0,0.0,0.025,0.0,0.0,Nov,2,2,1,6,New_Visitor,False,False,7,80.25,11.464285714285714
0,0.0,0,0.0,3,69.0,0.0,0.066666667,0.0,1.0,May,3,2,1,20,Returning_Visitor,True,False,3,69.0,23.0
0,0.0,0,0.0,13,734.0,0.0,0.0375,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,False,13,734.0,56.46153846153846
13,331.9833333,5,128.0,202,8217.678753,0.001904762,0.013668745,3.651726351,0.0,Nov,2,2,3,10,Returning_Visitor,True,True,220,8677.6620863,39.443918574090915
0,0.0,0,0.0,41,3389.8,0.032478632,0.05019425,0.0,0.0,Sep,2,4,3,1,Returning_Visitor,False,False,41,3389.8,82.67804878048781
1,17.0,0,0.0,17,1340.583333,0.047058824,0.071568627,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,False,True,18,1357.583333,75.42129627777778
7,58.6,0,0.0,20,585.8833333,0.017391304,0.044637681,0.0,0.0,Jul,1,1,1,4,Returning_Visitor,True,False,27,644.4833333,23.869753085185184
8,109.5714286,0,0.0,374,12499.37711,0.00198939,0.010782459,6.420746096,0.0,Nov,2,2,2,2,Returning_Visitor,True,False,382,12608.9485386,33.007718687434554
0,0.0,4,84.25,141,2596.204762,0.006103286,0.020121639,0.0,0.0,Nov,2,2,7,2,Returning_Visitor,False,False,145,2680.454762,18.485894910344825
0,0.0,0,0.0,12,459.0,0.0,0.02,0.0,0.0,Mar,2,4,3,1,Returning_Visitor,False,False,12,459.0,38.25
0,0.0,0,0.0,12,348.75,0.0,0.027777778,0.0,0.0,Nov,3,2,4,3,Returning_Visitor,False,False,12,348.75,29.0625
2,82.0,0,0.0,13,155.9833333,0.0,0.037777778,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,False,False,15,237.9833333,15.865555553333333
0,0.0,0,0.0,6,231.8,0.066666667,0.066666667,0.0,0.0,Oct,2,5,3,2,Returning_Visitor,False,False,6,231.8,38.63333333333333
0,0.0,0,0.0,15,1134.455556,0.0,0.001333333,30.30681247,0.0,Dec,2,4,1,2,Returning_Visitor,False,True,15,1134.455556,75.63037039999999
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,Feb,1,1,2,3,Returning_Visitor,False,False,1,0.0,0.0
2,390.0,0,0.0,10,1169.1,0.02,0.05,0.0,0.0,Mar,3,9,9,2,Returning_Visitor,False,False,12,1559.1,129.92499999999998
0,0.0,0,0.0,14,156.4047619,0.014285714,0.05,0.0,0.0,Nov,2,5,3,2,Returning_Visitor,False,False,14,156.4047619,11.171768707142858
0,0.0,0,0.0,8,232.0,0.0,0.025,0.0,0.0,Jul,1,2,1,2,Returning_Visitor,True,False,8,232.0,29.0
0,0.0,0,0.0,40,1445.840909,0.003827751,0.032192982,0.0,0.0,Nov,3,2,6,8,Returning_Visitor,True,False,40,1445.840909,36.146022725
0,0.0,0,0.0,4,16.0,0.1,0.15,0.0,0.0,Feb,2,5,5,1,Returning_Visitor,False,False,4,16.0,4.0
1,14.0,0,0.0,50,1317.795833,0.01,0.021469506,0.0,0.0,Nov,3,2,4,1,Returning_Visitor,True,False,51,1331.795833,26.113643784313723
0,0.0,0,0.0,57,1091.005876,0.007017544,0.027875244,0.0,0.0,Nov,2,2,6,2,Returning_Visitor,False,False,57,1091.005876,19.14045396491228
1,3.0,0,0.0,40,624.75,0.0,0.014634146,0.0,0.0,Mar,3,7,3,3,Returning_Visitor,False,False,41,627.75,15.310975609756097
2,22.0,0,0.0,25,436.5,0.008,0.024,0.0,0.2,Feb,2,4,1,1,Returning_Visitor,False,False,27,458.5,16.98148148148148
9,252.8,0,0.0,36,1191.616667,0.013636364,0.029545455,14.75943613,0.0,Oct,2,2,2,13,Returning_Visitor,False,False,45,1444.416667,32.098148155555556
3,20.5,0,0.0,38,1806.558333,0.005128205,0.026495726,7.150073241,0.0,Nov,2,2,6,13,Returning_Visitor,False,False,41,1827.058333,44.56239836585366
0,0.0,0,0.0,10,1678.333333,0.0,0.02,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False,10,1678.333333,167.8333333
0,0.0,1,42.0,20,408.3333333,0.0,0.003174603,33.47777322,0.0,Mar,2,4,7,2,Returning_Visitor,False,True,21,450.3333333,21.444444442857144
0,0.0,1,165.0,12,833.0,0.016666667,0.02,34.4925,0.8,May,3,2,8,4,Returning_Visitor,False,True,13,998.0,76.76923076923077
8,117.5,0,0.0,17,545.5,0.0,0.019047619,0.0,0.0,May,2,2,1,13,Returning_Visitor,False,False,25,663.0,26.52
0,0.0,0,0.0,9,205.0833333,0.0,0.044444444,0.0,0.0,Dec,2,2,7,2,Returning_Visitor,False,False,9,205.0833333,22.787037033333334
0,0.0,0,0.0,11,205.75,0.018181818,0.036363636,0.0,0.0,Dec,4,1,8,2,Returning_Visitor,False,False,11,205.75,18.704545454545453
3,21.5,2,70.875,28,1338.225,0.007070707,0.032525253,0.0,0.0,Dec,1,1,2,3,Returning_Visitor,False,False,33,1430.6,43.35151515151515
5,398.0666667,1,19.2,17,452.0,0.059064327,0.070737742,0.0,0.0,Aug,2,2,3,4,Returning_Visitor,False,False,23,869.2666667,37.7942029
0,0.0,0,0.0,20,837.25,0.015,0.041666667,0.0,0.0,Dec,6,5,1,1,Returning_Visitor,False,False,20,837.25,41.8625
1,5.0,0,0.0,65,2498.833658,0.003174603,0.01005291,0.0,0.0,Dec,3,2,3,6,Returning_Visitor,True,False,66,2503.833658,37.93687360606061
6,135.65,0,0.0,40,1589.27381,0.0,0.020767196,0.0,0.0,Mar,4,1,3,1,Returning_Visitor,True,False,46,1724.92381,37.498343695652174
2,53.5,0,0.0,16,681.5,0.0,0.022916667,0.0,0.0,Dec,2,4,1,2,Returning_Visitor,False,False,18,735.0,40.833333333333336
3,37.75,1,10.0,24,274.5,0.0,0.006666667,0.0,0.0,Dec,2,2,1,2,New_Visitor,False,False,28,322.25,11.508928571428571
1,30.2,0,0.0,5,323.4,0.066666667,0.083333333,0.0,0.0,Jul,2,4,1,3,Returning_Visitor,True,False,6,353.59999999999997,58.93333333333333
0,0.0,0,0.0,36,777.3333333,0.0,0.005882353,89.2954867,0.0,Dec,3,2,4,8,New_Visitor,True,True,36,777.3333333,21.59259259166667
9,79.0,1,155.5,55,1743.066667,0.0,0.004371585,0.0,0.0,Mar,2,2,6,2,Returning_Visitor,False,False,65,1977.566667,30.42410256923077
0,0.0,0,0.0,14,390.9,0.013333333,0.066666667,0.0,0.0,Aug,2,2,6,3,Returning_Visitor,False,False,14,390.9,27.92142857142857
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,Dec,3,7,3,1,Returning_Visitor,False,False,2,0.0,0.0
3,67.0,0,0.0,5,141.2,0.0,0.008333333,0.0,0.0,Oct,3,2,7,1,New_Visitor,False,False,8,208.2,26.025
5,20.0,0,0.0,72,3220.887143,0.024937343,0.061688596,0.975803268,0.0,Oct,4,1,2,1,Returning_Visitor,False,False,77,3240.887143,42.08944341558441
3,189.4,4,130.76,93,3856.82978,0.037525773,0.06218704,7.542144271,0.0,June,2,2,1,1,Returning_Visitor,False,False,100,4176.98978,41.769897799999995
